NAME,STATE_NAME,FIPS,HR60,HR70,HR80,HR90,UE60,UE70,UE80,UE90,DV60,DV70,DV80,DV90,MA60,MA70,MA80,MA90,DNL60,DNL70,DNL80,DNL90,MFIL60,MFIL70,MFIL80,MFIL90,FP60,FP70,FP80,FP90,BLK60,BLK70,BLK80,BLK90,GI60,GI70,GI80,GI90,FH60,FH70,FH80,FH90
Richland,Ohio,39139,5.0950654291,5.1283234741,3.5567750213,2.9068922415,5.5,3.9,8.2558139535,6.9697772187,2.4026674512,3.1256830601,6.0004100041,8.2807340217,27.5,27.2,30.0,34.3,5.469836499,5.5686907255,5.5759262384,5.5365338707,8.7552647633,9.2217747496,9.9006334836,10.396139022,13.2,7.1,7.4111732475,8.4340095737,5.8194138976,6.6686154296,7.1437826302,7.9128249443,0.2382333333,0.3134449527,0.3278531207,0.3536749642,9.2392399114,8.7,10.984014009,13.722361523
Wayne,Ohio,39169,2.2075932377,2.2956050641,1.7110162067,2.2997342164,3.4,3.1,5.963114311,5.0809138505,1.7892486739,2.0772391126,4.3638512183,6.8203805224,26.6,25.8,28.3,32.2,4.9021272938,5.0453552868,5.1637393799,5.2077411923,8.6555628607,9.2095400518,9.9199020938,10.400346089,18.3,6.4,6.4603330069,8.4114910273,1.4238976383,1.574785074,1.2771024967,1.5345797893,0.2566648278,0.3065934279,0.3287990315,0.345785611,8.5170508456,6.8,8.8814887365,10.571597371
Van Wert,Ohio,39161,0.0,1.1417871252,4.3776128877,3.2825630252,4.1,4.4,7.6417361798,5.0290390707,1.5663900415,1.9384040146,4.1358803388,5.7946428571,30.9,30.1,30.7,34.0,4.2558034354,4.2680033316,4.3079468047,4.3078999052,8.5481102941,9.1221646811,9.9302755293,10.392619562,21.6,8.4,4.918227068,5.2165812762,0.3363384189,0.3767897513,0.3710026922,0.6335346639,0.2494535166,0.3078820036,0.296918439,0.3070000171,8.4274890336,7.7,7.3951173264,8.9077782953
Wyandot,Ohio,39175,1.5397881252,0.0,0.0,2.9957161259,4.4,3.6,7.7443028196,5.5550496312,1.6972732332,1.8506011077,4.3526238352,7.4573776524,28.9,28.3,30.0,34.1,3.9763151908,3.9845040391,4.0211136309,4.0049095944,8.5569906613,9.0685463664,9.8231447999,10.360880754,22.9,8.2,8.2417582418,6.357444048,0.0,0.0549802987,0.0573926096,0.0898714838,0.2648247398,0.326433247,0.3252610709,0.3176812621,9.5687580974,7.1,9.1790562379,11.547194291
Stark,Ohio,39151,2.7423153957,4.0299830741,5.3675023252,5.5316004008,6.0,4.3,7.729229209,7.1920359376,2.4769419695,2.9558936126,5.6273885581,7.8916691716,30.2,28.9,30.9,35.0,6.3816074273,6.4711058294,6.4916724486,6.4582550408,8.725994381,9.2350329846,9.9705385398,10.398183794,13.2,5.8,6.5727335318,8.9477809347,5.3777784307,5.7918916741,6.3647138637,6.8152944217,0.2317125951,0.3057790036,0.3263376907,0.3590516962,9.7164775747,8.7,11.72289402,14.139316156
Peoria,Illinois,17143,3.1738642856,6.3144888507,6.3186109698,7.8398340143,4.2,3.5,6.632744435,6.0648233346,2.7293299056,3.3595884906,6.4752655038,8.3637936951,31.0,29.1,29.4,33.8,5.7151885524,5.7478377597,5.7777131833,5.687221521,8.7577836563,9.2717176517,10.037887318,10.474495347,14.1,6.5,7.329476709,11.300621919,5.3728232581,7.6091297269,10.738978181,13.615056857,0.251669413,0.3298441876,0.3572416285,0.3841333787,10.525553187,9.4,13.019888082,17.852611436
Northampton,Pennsylvania,42095,1.1584877432,3.5734538986,1.9223546182,4.0468626697,4.2,2.1,5.6428748121,4.2601715756,1.4809532951,2.0292453783,3.7175367984,5.6210942816,32.7,32.2,32.9,34.9,6.283518697,6.3466856422,6.3955908186,6.4935802445,8.649799156,9.2129369978,9.9680104486,10.554431577,14.2,5.6,5.5812827753,4.877434271,1.1404484341,1.5698338344,1.7629470584,2.1322919407,0.2171495783,0.3075175273,0.3255903926,0.3361169984,11.643536537,9.0,10.652682533,12.132080505
Pershing,Nevada,32027,0.0,0.0,39.123630673,7.6875768758,3.9,4.6,3.685196752,7.9432624113,7.3055773763,6.7260138477,7.4858757062,11.854103343,32.7,32.2,30.5,31.7,-0.629087861,-0.80984765,-0.571582797,-0.326322723,8.7355251857,9.1236925653,9.6777155499,10.350318507,12.8,11.3,12.36673774,11.501316945,0.3751172241,0.1498127341,0.088028169,0.2998154982,0.244373525,0.3441675049,0.3837681274,0.3381272279,11.153358682,6.1,6.9296375267,8.6918349429
Schuylkill,Pennsylvania,42107,1.3485371262,0.8328700494,3.3202598103,2.4030321897,12.4,3.8,8.2504853227,5.6455973694,0.9841005257,1.6947983655,3.4204291387,6.001991662,36.2,37.4,36.9,38.5,5.3967939103,5.3190761692,5.3256437127,5.2779796616,8.4348979487,8.935245415,9.6936303455,10.276463904,26.4,10.9,7.728106681,7.7418901181,0.2069041248,0.1930176339,0.1929901015,0.5518235737,0.2586834382,0.3227353396,0.3282389777,0.3473001839,17.692506906,12.4,13.22548888,14.129008063
Adams,Indiana,18001,0.0,1.2404947093,0.0,2.1439674117,2.0,2.3,6.9348861832,4.8962823276,1.0064612326,1.4288854693,3.5579253514,5.2896035081,27.4,26.4,27.7,30.6,4.2687037465,4.3552585001,4.4675198696,4.5176229607,8.6105013685,9.1651337791,9.9209836002,10.383255852,19.2,7.0,6.8343004513,8.384786367,0.0040579475,0.0260503889,0.0236334785,0.1157742402,0.2537560752,0.3196389747,0.3249702059,0.3423281523,8.701993194,6.3,7.8401031593,8.989874043
Wells,Indiana,18179,0.0,0.0,1.3122842933,2.5692410462,2.0,1.8,6.2071192187,4.0981176819,1.3028859625,1.9102080545,4.1812993854,6.3864100634,30.0,28.1,29.6,33.1,4.054616474,4.1702398854,4.2285004222,4.2503468087,8.5960043718,9.2117393929,9.9319778229,10.491301995,20.6,6.2,3.912050257,4.4029443839,0.0047125353,0.1763150162,0.0157474115,0.0385386157,0.268756928,0.3195544026,0.3285622181,0.3184974029,8.8128845458,6.6,7.2529982867,9.5147219193
Woodford,Illinois,17203,0.0,2.3799324099,1.0004001601,0.0,2.7,2.0,4.9808429119,3.4806734346,0.8439334638,1.6240819282,3.4805668352,5.4275902504,29.6,28.5,29.0,34.1,3.8405514151,3.9712919851,4.1457642309,4.1245957304,8.599326021,9.207135241,10.055435809,10.555552288,19.7,5.8,4.1980505095,5.1520176893,0.0162740551,0.2284735114,0.2701080432,0.1960003675,0.2495351389,0.3212425034,0.3069019629,0.3262520435,8.5696081555,5.6,7.1112095702,7.7943615257
Columbiana,Ohio,39029,1.2460593373,2.4620687533,4.9894927153,0.9235657025,6.1,5.1,7.5943224554,8.0072133322,2.4472807991,2.8733061439,5.2696732851,7.919651355,30.7,30.5,30.8,35.0,5.300225657,5.3123569259,5.3594219753,5.3148559042,8.5722493972,9.1080861379,9.8810885576,10.227959501,18.8,8.0,7.4689322851,12.953435363,1.6055474562,1.4550826332,1.2406226887,1.3013040748,0.2217333708,0.3188729719,0.3234437213,0.369203539,11.038961039,8.4,10.15090033,13.165092804
Cass,Indiana,18017,0.8143786698,1.6478808253,8.9570712006,3.4710471281,4.7,4.3,7.2446616928,7.2699107954,2.9474431818,3.5663741862,5.9705543117,8.5788805865,33.6,32.0,31.2,35.0,4.5913644809,4.5796917225,4.5931748014,4.5329457901,8.6006147996,9.1634583861,9.9229960189,10.343321881,19.4,6.3,6.1484606409,7.8838951311,0.776917251,0.7019972316,0.7768223568,0.8590841642,0.2453826006,0.3078197979,0.3203029119,0.3440704953,9.5914568433,8.7,10.331209048,13.127340824
White,Indiana,18181,1.6912747138,4.7630388188,1.3966285387,2.8655347804,4.5,5.9,7.0836403832,4.8077757528,1.5750371471,2.1659672397,4.8988040478,8.5385687732,30.7,31.0,31.5,35.1,3.6802406371,3.743449567,3.8529251598,3.829553052,8.495765244,9.0964995556,9.8429941721,10.324136796,23.7,7.8,5.2700922266,5.3151100987,0.0,0.0190521553,0.0418988562,0.0085966043,0.2707469586,0.3384086187,0.3173312342,0.3347853887,8.409610984,6.9,8.124725516,9.5975702354
Salt Lake,Utah,49035,1.8275092354,3.4888259447,5.0613881772,5.1426440905,3.4,4.6,4.9987559181,4.7883983426,2.6650660264,3.3744475958,6.1546984016,8.3992507918,24.0,23.9,25.4,27.8,6.2173138586,6.397381124,6.7075290467,6.8921142001,8.7427338673,9.187071745,9.9553207012,10.454466147,11.8,8.1,6.8591112101,7.7492702761,0.4448679625,0.5392416601,0.6551805462,0.7800748255,0.2313117949,0.3377579601,0.3469372508,0.3553707334,9.5415076964,9.4,11.119697188,13.227026474
Allen,Ohio,39003,3.2146795125,3.5989347153,8.9094003083,8.8074954824,4.9,4.2,9.739762349,8.2195559233,2.789861377,3.1815803244,5.6212056862,8.9203016269,29.2,27.5,29.2,33.0,5.5330134419,5.6024247771,5.6250105062,5.6033541515,8.6480459998,9.2178123868,9.9217203208,10.389395288,18.1,6.8,8.3294196578,10.394881673,7.0613650172,8.3081407903,9.7780668383,11.218623297,0.2490471954,0.3137537251,0.3386684855,0.3670919959,10.00772499,9.0,12.160348876,15.743670886
Indiana,Pennsylvania,42063,0.4422860883,1.2586373992,3.2509400635,0.7407901267,10.0,4.5,8.4246815158,8.756023004,0.968140091,1.2346118267,2.9096522398,4.392959666,29.1,26.3,27.4,31.8,4.5147281376,4.5675123721,4.7121321683,4.6866751708,8.4984180361,8.980298079,9.8486617103,10.23613104,26.5,11.8,8.1432793683,12.431111111,0.5824907783,0.5953354898,1.0316316468,1.3056425984,0.2748162466,0.3484662272,0.3405777965,0.3758909182,12.483836207,8.4,9.140235564,10.728888889
Fremont,Iowa,19071,0.0,0.0,3.5457220863,0.0,2.9,2.5,3.4675072745,4.7937868238,1.5599784831,1.7347838871,3.8793103448,6.4483795523,35.7,36.9,35.4,38.8,2.9766583883,2.8743406355,2.9045986385,2.7780986467,8.2327060099,8.9625198329,9.6944934243,10.220194304,37.1,11.7,13.61100781,8.9765828274,0.0291772029,0.0215470804,0.0531858313,0.0486263068,0.3220844513,0.3642315378,0.3810121181,0.339599885,8.6219081272,6.3,7.8839717367,8.8464874241
Page,Iowa,19145,1.5855650161,0.0,5.2457640455,3.9517881842,2.3,2.2,3.2340623546,3.9989971167,2.4573919937,2.5848375451,4.3162393162,6.8039950062,37.5,38.6,35.3,38.2,3.6711056086,3.5452572668,3.5726772251,3.451212362,8.2930491398,8.9467653749,9.7457220136,10.237564065,36.2,10.2,8.6130826779,9.6935448815,0.2283213623,0.2265738793,0.1940932697,0.4979253112,0.315187002,0.3674503392,0.358757102,0.3582111066,9.0694721567,8.3,8.6898139267,9.671810476
Taylor,Iowa,19173,0.0,0.0,3.9905822259,0.0,1.9,2.1,3.3076703735,3.90625,1.170212766,2.0060790274,3.1059878322,5.3647240448,38.6,41.6,38.1,40.0,2.9696371628,2.812273707,2.7441917378,2.5894241135,7.9610214659,8.7000146233,9.5405789338,10.034559674,52.4,19.2,13.923524522,13.793103448,0.0680404355,0.0682593857,0.0119717467,0.0140567894,0.3602257361,0.4209580324,0.3896136536,0.3478386644,7.6896551724,5.5,6.3591022444,7.1921182266
Ringgold,Iowa,19159,0.0,0.0,5.4537521815,0.0,2.7,2.1,4.4477949491,4.5436268597,0.9828009828,1.4956377233,2.8248587571,6.630109671,36.1,39.9,38.8,42.2,2.6880245006,2.4719670352,2.434808441,2.3105503106,7.8528278123,8.7951279124,9.4247256816,10.131937003,57.4,14.4,20.847457627,11.492063492,0.0,0.0470735917,0.0,0.0184501845,0.3867368488,0.3814141837,0.4387685577,0.3469336247,7.4141048825,4.8,5.8757062147,6.2222222222
Nassau,New York,36059,1.4100709317,2.4962008756,4.1364566608,4.7384234877,2.4,2.8,4.5129132358,4.1416328293,0.6059894754,0.9145566099,2.4143159604,3.5513155748,30.8,30.9,34.1,36.6,8.4115796641,8.5059453964,8.4359036889,8.4093097376,9.0495845931,9.5904876721,10.255692521,11.012363654,5.5,3.5,3.6403075651,2.4943049108,3.0265249725,4.596672261,6.8662406116,8.6268048733,0.2392717334,0.3119854782,0.3497580526,0.2890445092,7.3747367707,7.6,11.080163292,12.328210156
Davis,Iowa,19051,0.0,0.0,0.0,0.0,4.1,4.4,6.4980026631,5.3006329114,1.4839491217,2.0874751491,3.2484635645,5.432661028,34.6,36.4,33.2,36.1,2.8944020449,2.7802947111,2.8938928883,2.804269119,8.2063107258,8.8508041958,9.6683346771,10.065563884,38.5,15.3,16.935801497,13.338891205,0.0869659746,0.1096624832,0.1757469244,0.0240615977,0.321432062,0.3946781609,0.4197898201,0.3537351597,7.8620136382,5.0,5.6321386373,7.6698624427
Van Buren,Iowa,19177,0.0,0.0,0.0,4.3425395171,4.1,4.0,5.5118110236,3.8667795653,1.6035388443,2.3661270237,3.6369288157,6.3216394581,37.3,37.6,34.4,37.8,2.9996261201,2.8762409007,2.8812780585,2.7610866007,8.0974262986,8.701346403,9.557540572,10.024554081,45.5,18.4,15.020920502,11.71415649,0.0613622418,0.0347101701,0.0695571528,0.1302761855,0.3409412929,0.386522293,0.379985991,0.3532164055,9.3023255814,4.6,6.2761506276,6.3319764812
Decatur,Iowa,19053,0.0,0.0,3.4034442856,3.9977612537,4.4,6.6,5.9301769488,4.934125549,1.8551015292,1.8963675214,3.4002677376,5.9224806202,34.9,31.7,31.4,35.5,2.9899609344,2.9108113344,2.9070715869,2.7513714183,7.997326823,8.6461139715,9.5548516374,10.037668734,50.4,19.2,14.727483572,15.97985348,0.0094885663,0.1335113485,0.2756789871,0.4197649316,0.3702481375,0.3728728494,0.3488464151,0.3813316819,8.8626292467,6.3,8.6973328179,7.326007326
Wayne,Iowa,19185,0.0,0.0,0.0,0.0,2.3,2.7,4.9150485437,3.4283883371,1.7131804366,1.7321373337,3.5110118098,6.0354583176,40.1,42.8,40.8,42.1,2.9134941753,2.7599385565,2.7457060946,2.5986508735,8.0133431814,8.703174709,9.4825026328,10.006720807,49.7,17.8,15.80658269,14.735821619,0.0,0.01189768,0.0,0.0141502759,0.3754514612,0.4344032439,0.3896576222,0.3900077202,7.6869076869,5.6,7.59853718,7.6587493941
Essex,New Jersey,34013,4.8725292216,16.87173691,20.992046521,17.561759568,5.5,4.4,8.3896816236,8.8423516584,1.3333824676,1.9112075671,3.9294523432,5.392296323,34.1,31.1,31.4,33.4,8.8684403546,8.8781178617,8.8093295303,8.7260865202,8.8025224983,9.2763153609,9.9000315876,10.648989963,12.9,10.0,15.172553777,11.333585386,19.569918087,29.933320894,37.179420901,40.639881985,0.2658553034,0.3752460305,0.4295362224,0.3909191074,15.995980469,17.6,25.85100543,27.338785277
Appanoose,Iowa,19007,0.0,4.4423713378,2.1490125287,2.4254772126,5.4,6.0,10.955636826,6.8959842001,2.1619766644,2.2190149738,4.5696068013,7.4867360975,39.8,37.5,34.1,37.9,3.421699598,3.3566905738,3.4393072428,3.3211043,8.1182070494,8.765770544,9.5695520956,10.029371024,45.2,17.2,14.784394251,16.477272727,0.774274118,1.039514893,0.6640448714,0.5748380994,0.3448623385,0.3937458011,0.3646380051,0.3965983955,11.767378464,8.1,10.358202145,11.544421488
Snyder,Pennsylvania,42109,0.0,0.0,0.0,0.0,7.7,2.5,6.6775563541,4.6336567414,0.9770556592,1.1933619243,3.1548457805,4.7625858124,28.7,27.4,29.5,32.6,4.3728871371,4.4943240435,4.6251395733,4.7072645039,8.4441922985,9.0073670275,9.7537106272,10.318968996,25.6,9.5,7.4797687861,7.6764341725,0.6018054162,0.5364037036,0.4317532158,0.3980370774,0.2535572519,0.3202486647,0.329105315,0.3401916517,9.4490763446,7.0,7.4682080925,8.0478745357
Uintah,Utah,49047,0.0,7.8839482813,13.004323938,0.0,8.2,7.0,4.9710982659,10.167478323,2.300443459,2.6634958383,4.8095593727,6.1908856406,20.7,22.7,22.9,26.1,0.951616433,1.0391570297,1.5213623728,1.6015674755,8.5718707527,8.9972709062,9.9047867083,10.184484831,20.4,13.9,10.457647531,16.488494292,0.0086340874,0.0157678966,0.0292597289,0.0405204628,0.2438248146,0.3295142124,0.3398548506,0.3683647412,7.800608828,5.5,7.4869530309,12.049284291
Beaver,Pennsylvania,42007,1.7717816392,1.4394150217,4.4022480814,2.3285848115,7.2,3.7,8.0513088055,8.0478290366,1.4598744676,1.9888246993,3.5482407827,5.8361984108,30.2,31.0,32.7,37.0,6.153448106,6.1605262306,6.1503924609,6.0579663792,8.6616397958,9.1514392641,10.009602783,10.290618954,11.9,7.2,5.7823368229,10.813911931,5.3892765332,5.5585410089,5.5727569323,5.6289059771,0.209979025,0.3017182021,0.3155119077,0.3680413717,10.278138712,9.2,11.192299585,14.779075673
Mifflin,Pennsylvania,42087,0.0,0.7363553356,0.0,0.7215475752,5.0,3.3,7.2341943043,6.6952103134,1.7256312879,1.8264248705,3.8454627134,6.0975609756,30.2,30.3,32.4,35.7,4.6337148008,4.65424757,4.7332225788,4.7228071189,8.4887937169,9.0142038261,9.7416742564,10.222014008,22.8,9.4,9.6941540844,9.5404169573,0.268332281,0.2054431386,0.2046559222,0.2337814144,0.2476118214,0.3241195557,0.3369818352,0.345209295,12.133021564,8.3,10.058072009,11.11369449
Duchesne,Utah,49013,0.0,4.5668356396,5.3057434673,0.0,3.1,4.6,5.7174392936,7.3030240691,1.9900497512,2.9185245237,4.0180813661,5.4440541897,19.8,23.0,22.0,25.0,0.7909678219,0.8075450768,1.3573809558,1.3621824995,8.4474142968,8.9318162373,9.8420375902,10.184560332,29.3,13.9,10.31592521,15.605815832,0.0278590333,0.0,0.0159172304,0.0790826414,0.2970657098,0.3369266601,0.3311688101,0.3620145841,6.5231158961,2.7,5.2869116699,9.563812601
Hudson,New Jersey,34017,2.8381150113,8.5548969382,11.849787781,9.8234372749,5.6,4.7,8.7625766778,8.8076151965,1.2232360728,1.8067567691,3.9869892573,5.6980412839,34.4,33.0,32.2,33.1,9.4722691898,9.4675177215,9.3929707891,9.3795481233,8.7243699492,9.1793655677,9.7790008474,10.470220808,12.7,9.1,14.684018712,12.381761911,6.7667757158,10.051181316,12.576933849,14.422372848,0.2321813435,0.3332421561,0.3790473141,0.3967540062,17.175628736,15.4,22.962983376,24.100228121
Lee,Iowa,19111,2.2620851901,0.7752659162,4.6397253283,5.1696952465,4.5,6.4,7.2202894166,6.4291586736,4.0205523443,3.6575066589,6.4984615385,8.7631344001,32.6,31.0,31.4,35.8,4.4275421429,4.4016618186,4.4139414789,4.3144426355,8.5720600929,9.1000789777,9.9076787572,10.30795216,21.7,8.4,6.4186210545,11.034352229,2.3503065125,2.4025490743,2.6005660465,2.874350557,0.262746225,0.3357319244,0.3425115458,0.3617284645,11.611096051,9.8,10.668312467,13.627330368
Hardin,Ohio,39065,2.2497440916,0.0,2.0375520849,0.0,3.6,2.9,9.1180018449,8.708646094,1.9789674952,2.0696393676,4.0130772374,7.0282142254,28.4,26.6,27.9,31.6,4.1503146265,4.1893627002,4.2406408422,4.1919459444,8.4270496416,9.032289682,9.8378284037,10.293500556,29.7,12.0,9.207734025,12.599097451,0.6681739952,0.6620582222,0.6448852349,0.7585741378,0.288166017,0.3495574289,0.3326106398,0.3652105465,9.7682565346,6.3,9.0898373025,11.037931455
Otoe,Nebraska,31131,0.0,2.1400445129,4.3908757602,2.3388530265,4.2,2.5,3.758640553,3.7994572204,1.1835334477,1.6994633274,3.2108455227,6.0490045942,33.5,36.5,36.0,38.2,3.2831921889,3.2253812744,3.205659197,3.141567914,8.3490111982,8.9904415508,9.7937842874,10.262105607,33.3,8.0,8.6437104708,8.4510660159,0.1757256256,0.1412429379,0.0592768228,0.175413977,0.3226258929,0.3329463707,0.3554171192,0.3314104836,10.646473779,5.2,6.9337081284,8.4767531467
Lehigh,Pennsylvania,42077,0.7324848229,1.9584495347,2.2030556382,2.9769060786,4.0,2.2,4.9212685413,4.7137780244,1.4827100925,2.2360900119,4.1163375919,6.2196910398,33.4,32.6,33.2,35.7,6.4828612668,6.5980077912,6.6626371313,6.7330653291,8.7101249273,9.2393164802,9.9945158509,10.567823651,12.4,4.8,5.2193352342,4.9354336248,0.4205927853,0.892269608,1.5179053347,2.3274825679,0.2245212654,0.3071907926,0.3272162789,0.3421362317,10.59179723,8.4,11.488159779,13.075319063
Hunterdon,New Jersey,34019,0.0,1.4343498092,1.5262340556,1.5464172605,3.5,2.1,4.11601821,2.7577718268,1.3312170396,1.6893798887,3.4177978884,5.0966484252,32.7,30.0,32.0,35.2,4.8256743124,5.104841634,5.3221918709,5.5237925384,8.703174709,9.3357387814,10.189342958,11.02079074,14.3,4.2,3.3034593237,1.7614901802,2.0847579796,1.6724518776,1.2854706333,2.0570442399,0.247686168,0.3261662727,0.3310460537,0.2780051527,9.9326358034,6.8,7.8321859982,7.191064318
Suffolk,New York,36103,1.9996480619,2.5731346992,4.023159904,3.8329712184,4.2,3.5,6.1349019608,4.7993748533,0.911739269,1.0666717241,2.879775559,4.3127103491,30.0,26.4,29.9,33.5,6.5761126956,7.1009876732,7.2505790595,7.2797910075,8.8239423266,9.3993892495,10.093859948,10.882696744,10.6,4.8,5.3088731507,3.3063551516,4.9543780295,4.7327932708,5.586300284,6.2722034945,0.2386884422,0.303662744,0.3325972676,0.3089759554,7.9495484947,7.2,10.902950301,12.289769536
McLean,Illinois,17113,1.5896292587,1.2772737868,2.2380940391,2.3223409196,3.5,3.5,5.238150423,4.0368861127,1.8563960312,1.9938397228,4.5712356516,6.4080944351,29.8,24.7,26.1,28.8,4.2697868703,4.4885597362,4.6108008268,4.6926461391,8.6296286207,9.2283767345,10.050397798,10.590641811,18.5,6.2,5.1399220687,5.9178546961,1.4795474326,1.9666823133,3.9807300103,4.3063941787,0.2585964507,0.3358591187,0.3356214763,0.341589989,10.533522191,8.4,10.62345023,12.602355398
Somerset,New Jersey,34035,1.8529713554,1.3442757378,1.9691919913,1.8034590344,3.4,2.2,3.8881373765,3.380526472,1.1453797053,1.4620347251,3.757468975,5.3224789916,31.2,29.3,32.8,34.8,6.1501164817,6.4710515873,6.5025970837,6.6702283412,8.9205226874,9.5053951988,10.280964624,11.038994132,7.9,3.2,2.66563147,1.4368510022,3.11021242,3.6124049765,4.983532632,6.1694946292,0.2411556262,0.2952154819,0.3322321048,0.2735516873,8.9601010517,6.9,10.279872819,10.711482734
Carroll,Indiana,18015,0.0,0.0,0.0,5.3166037535,3.8,4.0,5.5181264036,4.1174593042,1.5313145217,1.8431689572,4.1746509718,6.8117977528,31.6,30.1,31.2,35.0,3.8128229168,3.8589831825,3.9703274075,3.9223907768,8.4744944369,9.1053131341,9.879399757,10.39867148,25.6,6.1,5.2254831782,5.3904375115,0.0944844691,0.0056388858,0.0861981543,0.1010154713,0.2799840954,0.305017595,0.3210692381,0.3334624156,7.7637690776,5.5,6.5139584825,7.7902898283
Tazewell,Illinois,17179,1.0021144615,2.2475256148,2.0190089694,1.6169194451,3.5,3.1,7.3853189006,5.2704849567,1.7588166321,2.5242765942,5.4520473801,7.6936428726,27.6,27.5,29.4,34.8,5.0307686739,5.2038802718,5.3143294312,5.2502712621,8.733271845,9.2860969844,10.070145405,10.51734799,11.5,4.4,4.7889081832,7.0997494876,0.0140296025,0.0429839274,0.1574826996,0.1503735084,0.2171498495,0.2849290238,0.3193835094,0.3431750917,7.2038057842,5.7,8.5549164315,10.678091551
Blair,Pennsylvania,42013,0.971321726,1.7238492075,3.6597594806,1.2767283071,5.6,3.5,9.0926360873,7.0354475721,1.3916287846,1.8861476023,3.6912340842,6.2372486156,33.2,32.6,32.5,36.2,5.554943047,5.542786617,5.5573859646,5.5145293808,8.5450028921,9.0132299977,9.7718400985,10.252981777,21.1,8.5,8.4790257104,11.006629497,0.8202811976,0.7247554597,0.6997460127,0.8219576841,0.2363590373,0.3309797554,0.3330017385,0.362515732,12.924882232,10.8,13.564276049,15.078638595
Benton,Indiana,18007,0.0,0.0,3.2622170027,3.5306994316,2.8,1.5,3.6252456868,2.9791894852,1.5321756895,1.4755371473,3.9374325782,7.0656934307,28.4,28.8,31.8,34.7,3.3715864183,3.3154743498,3.2240762487,3.1457253827,8.4826017466,9.1530290053,9.8461232351,10.339643508,26.9,8.7,6.5784769396,6.315381635,0.0923438549,0.0799147576,0.1076531611,0.0635525898,0.2994221385,0.3712247573,0.3389047789,0.3465790555,9.0569877883,7.7,9.0096531999,8.2138705928
Phillips,Colorado,8095,0.0,0.0,0.0,0.0,0.5,1.5,2.0833333333,3.6958817318,1.2578616352,2.0038784745,4.0141676505,5.7328990228,34.2,36.9,34.7,38.5,1.8763168573,1.8041819892,1.8874792441,1.8068646246,8.4252971767,8.9298325033,9.650786449,10.167811434,23.5,14.7,11.505791506,11.008403361,0.0225225225,0.2178649237,0.0220167327,0.0,0.274449996,0.3665510037,0.4080546457,0.3313976027,9.8765432099,6.2,6.8725868726,9.1596638655
